RecordID,Name,NameAlphabetized,OperationalStatus,OrganizationType,Description,URL,AlternateOrFormerNames,Acronym,AlternateOrFormerAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - NYC Open Data Portal,Name - ODA,Name - CPO,Name - WeGov,Name - Greenbook,Name - Checkbook,Name - HOO,Name - Ops,NYC.gov Agency Directory,Jan 2025 Org Chart,PrincipalOfficerFullName,PrincipalOfficerGivenName,PrincipalOfficerMiddleNameOrInitial,PrincipalOfficerFamilyName,PrincipalOfficerSuffix,InOrgChart,ReportsTo,ReportingNotes
NYC_GOID_000445,Tobacco Settlement Asset Securitization Corporation,Tobacco Settlement Asset Securitization Corporation,Active,Public Benefit or Development Organization,,https://www1.nyc.gov/site/tsasc/index.page,,,,,,,,,,,,,,,,,,,,,Tobacco Settlement Asset Securitization Corporation,True,False,,,,,,,,
NYC_GOID_000446,Traffic Mobility Review Board,Traffic Mobility Review Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Traffic Mobility Review Board (aka Congestion Pricing),False,False,,,,,,,,
NYC_GOID_000447,Transportation of Students in Temporary Housing Task Force,Transportation of Students in Temporary Housing Task Force,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Transportation of Students in Temporary Housing Task Force,False,False,,,,,,,,
NYC_GOID_000448,Trust for Cultural Resources,"Cultural Resources, Trust for",Active,Public Benefit or Development Organization,,https://www.tcrnyc.org/,,,,,,,,,,,,,,,,,,,,,Trust for Cultural Resources,False,False,,,,,,,,
NYC_GOID_000449,Trust for Governors Island,"Governors Island, Trust for",Active,Public Benefit or Development Organization,"The Trust for Gov­er­nors Island is the 501(c)(3) non-prof­it orga­ni­za­tion cre­at­ed by the City of New York respon­si­ble for the plan­ning, oper­a­tions and ongo­ing devel­op­ment of Gov­er­nors Island. The Trust's mis­sion is to real­ize the full poten­tial of Gov­er­nors Island for the inspi­ra­tion and enjoy­ment of all New York­ers, demon­strat­ing a bold vision for pub­lic space.",https://www.govisland.com/,,,,,,2003.0,Clare Newman,President and CEO,https://www.govisland.com/about,,,"Governors Island, Trust for","Governors Island, Trust for",,,,,"Governors Island, Trust for",,"Governors Island, Trust for",Trust for Governors Island,False,False,Clare Newman,Clare,,Newman,,,,
NYC_GOID_000450,"TSASC, Inc.","TSASC, Inc.",Active,Public Benefit or Development Organization,"TSASC, Inc. is a local development corporation created as a financing entity whose purpose is to issue and sell bonds and notes to fund a portion of the capital program of the City of New York. TSASC issued debt secured by tobacco settlement revenues.",https://www.nyc.gov/site/tsasc/index.page,,,,,,2007.0,David Womack,President,https://www.nyc.gov/site/tsasc/contact/contact.page,,,"TSASC, Inc.","TSASC, Inc.",,,,,,,"TSASC, Inc",,True,False,David Womack,David,,Womack,,,,
NYC_GOID_000451,Union Square Partnership,Union Square Partnership,Active,Nonprofit Organization,,https://www.unionsquarenyc.org/,,,,,,1980.0,Julie Stein,Executive Director,,,,,,,Union Square Partnership,,,,,,,False,False,Julie Stein,Julie,,Stein,,,,
NYC_GOID_000452,United Nations Development Corporation,United Nations Development Corporation,Active,Public Benefit or Development Organization,,https://undc.org/,,,,,,1968.0,,Executive Vice President & General Counsel,,,,,,,,,,United Nations Development Corporation,,,United Nations Development Corporation,True,False,Robert Cole,Robert,,Cole,,,,
NYC_GOID_000454,Urban Agricultural Advisory Board,Urban Agricultural Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Urban Agricultural Advisory Board,False,False,,,,,,,,
NYC_GOID_000455,Vehicle Removal Task Force,Vehicle Removal Task Force,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Vehicle Removal Task Force,False,False,,,,,,,,
NYC_GOID_000456,Veterans Advisory Board,Veterans Advisory Board,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/veterans/community/veterans-advisory-board.page,,,,,,,,Chair,,,,,,,,,,,,,Veterans Advisory Board,True,False,Wendy McClinton,Wendy,,McClinton,,,,
NYC_GOID_000457,The Village Alliance,The Village Alliance,Active,Nonprofit Organization,,https://greenwichvillage.nyc/,,,,,,1993.0,Scott Hobbs,Executive Director,,,,,,,The Village Alliance,,,,,,,False,False,Scott Hobbs,Scott,,Hobbs,,,,
NYC_GOID_000458,Voter Assistance Advisory Committee,Voter Assistance Advisory Committee,Active,Advisory or Regulatory Organization,,https://nyccfb.info/about/vaac,,,,,,2010.0,,,,,,,,,,,,,,,Voter Assistance Advisory Committee,True,False,,,,,,,,
NYC_GOID_000459,New York City Water Board,"Water Board, New York City",Active,Public Benefit or Development Organization,"The New York City Water Board's mission is to establish rates for and distribute the collected revenues of the Water and Sewer System (the ""System"") of the City of New York, proactively considering the optimal level to achieve efficient financing of the System's infrastructure and sustainable provision of high-quality service at a fair price to our customers.",https://www.nyc.gov/site/nycwaterboard/index.page,,NYWB,,,,1905.0,"Alfonso L. Carney, Jr.",Chair,https://www.nyc.gov/site/nycwaterboard/contact/contact.page,,,Water Board (NYWB),Water Board (NYWB),,New York City Water Board (NYWB),,New York City Water Board,,,Water Board (NYWB),Water Board,True,False,"Alfonso L. Carney, Jr.",Alfonso,L.,Carney,Jr.,,,
NYC_GOID_000460,Waterfront Management Advisory Board,Waterfront Management Advisory Board,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/planning/about/wmab/wmab.page,,,,,,,Michael L. Marrella,Chair,,,,,,,,,,,,,Waterfront Management Advisory Board,True,False,Michael L. Marrella,Michael,L.,Marrella,,,,
NYC_GOID_000461,Workforce Development Board,Workforce Development Board,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/wkdev/workforce-board/about-the-board.page,,,,,,,Chris Neale,Executive Director,,,,,,,,,,,,,Workforce Development Board,True,False,Chris Neale,Chris,,Neale,,,,
NYC_GOID_000462,Workforce Development Council,Workforce Development Council,Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/wkdev/workforce-board/about-the-council.page,,,,,,,Rob Speyer,Chair,,,,,,,,,,,,,Workforce Development Council,False,False,Rob Speyer,Rob,,Speyer,,,,
NYC_GOID_000463,Workplace Health and Safety Guidance Review Board,Workplace Health and Safety Guidance Review Board,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Workplace Health and Safety Guidance Review Board,False,False,,,,,,,,
NYC_GOID_000464,National September 11 Memorial and Museum,National September 11 Memorial and Museum,Active,Nonprofit Organization,,https://www.911memorial.org/,World Trade Center Memorial Foundation;9/11 Memorial & Museum,,,,,,Elizabeth L. Hillman,President and CEO,,,,,,,,,,,,,World Trade Center Captive Insurance Company,False,False,Elizabeth L. Hillman,Elizabeth,L.,Hillman,,,,
NYC_GOID_000465,Perelman Performing Arts Center,Perelman Performing Arts Center,Active,Nonprofit Organization,,https://pacnyc.org/,World Trade Center Performing Arts Center;PAC NYC,,,,,,Khady Kamara Nunez,Executive Director,,,,,,,,,,,,,World Trade Center Memorial Foundation,False,False,Khady Kamara Nunez,Khady,Kamara,Nunez,,,,
NYC_GOID_000466,World Trade Center Performing Arts Center,World Trade Center Performing Arts Center,Reorganized,Nonprofit Organization,,,,,,,,,,,,,,,,,,,,,,,World Trade Center Performing Arts Center,False,False,,,,,,,,
NYC_GOID_000468,New York City Young Men's Initiative,"Young Men's Initiative, New York City",Active,Mayoral Office,"The NYC Young Men's Initiative (YMI) is a cross-agency enterprise that is culmination of 18 months of work, begun when New York City committed to finding new ways to tackle the crisis affecting its young Black and Latino men. The City pledged to invest a combination of public and private funds to support new programs and policies designed to address disparities between young Black and Latino men and their peers across numerous outcomes related to education, health, employment and the criminal justice system.",https://www.nyc.gov/site/ymi/index.page,Young Men's Initiative,YMI,,002,,2011.0,Nathifa Forde,Executive Director,https://www.nyc.gov/site/ymi/contact/contact.page,,,NYC Young Men's Initiative,NYC Young Men's Initiative,,Young Men's Initiative (YMI),,Young Men's Initiative,,,NYC Young Men's Initiative,Young Men's Initiative,True,True,,,,,,TRUE,Mayor's Office of Equity and Racial Justice,
NYC_GOID_000471,Mayor's Office - Senior Adviser to the Mayor and Director of Scheduling,Mayor's Office - Senior Adviser to the Mayor and Director of Scheduling,Active,Mayoral Office,,,,,,002,,,Gladys Miranda,Senior Adviser to the Mayor and Director of Scheduling,,,,,,,,,,,,,,True,False,Gladys Miranda,Gladys,,Miranda,,,,
NYC_GOID_000472,Mayor's Office - Senior Adviser for Severe Mental Illness,Mayor's Office - Senior Adviser for Severe Mental Illness,Active,Mayoral Office,,,,,,002,,,Brian Stettin,Senior Adviser for Severe Mental Illness,,,,,,,,,,,,,,True,False,Brian Stettin,Brian,,Stettin,,,,
NYC_GOID_000474,Director of Rodent Mitigation,"Rodent Mitigation, Director of",Active,Mayoral Office,,,Rat Czar,,,002,,,Kathleen Corradi,Director,,,,,,,,,,,,,,True,False,Kathleen Corradi,Kathleen,,Corradi,,,,
NYC_GOID_000476,Metropolitan Transportation Authority,Metropolitan Transportation Authority,Active,Public Benefit or Development Organization,,https://new.mta.info/,,MTA,,998,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Metropolitan+Transportation+Authority+%28MTA%29,1965.0,Janno Lieber,Chair and Chief Executive Officer,,,,,,Metropolitan Transportation Authority (MTA),Metropolitan Transportation Authority (MTA),,,,,,Metropolitan Transportation Authority,True,False,Janno Lieber,Janno,,Lieber,,,,
NYC_GOID_100001,Borough Boards,Borough Boards,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,TRUE,Office of the Borough President of The Bronx;Office of the Borough President of Brooklyn;Office of the Borough President of Manhattan;Office of the Borough President of Queens;Office of the Borough President of Staten Island,
NYC_GOID_100002,Office of the Special Narcotics Prosecutor,"Special Narcotics Prosecutor, Office of the",Active,Division,,https://www.snpnyc.org/,,,,,,,Bridget G. Brennan,Special Narcotics Prosecutor,,,,,,,,,Office of the Special Narcotics Prosecutor,,,,NYC Office of the Special Narcotics Prosecutor,,True,Bridget G. Brennan,Bridget,G.,Brennan,,TRUE,Bronx County District Attorney's Office;Brooklyn District Attorney's Office;Manhattan District Attorney's Office;Queens District Attorney's Office;Office of the District Attorney Richmond County,
NYC_GOID_100003,Unity Project,Unity Project,Active,Division,,https://www.nyc.gov/content/unityproject/pages/,NYC Unity Project,UP,,,,2017.0,Ronald Porcelli,Director,https://www.nyc.gov/content/unityproject/pages/contact,,,,,,Unity Project (UP),,Unity Project,,,,The Unity Project,,True,Ronald Porcelli,Ronald,,Porcelli,,TRUE,Mayor's Office of Equity and Racial Justice,
NYC_GOID_100004,NYC HER Future,NYC HER Future,Active,Division,,https://www.nyc.gov/content/nycherfuture/pages/,,,,,,,Nathifa Forde,Executive Director,https://www.nyc.gov/content/nycherfuture/pages/get-involved,,,,,,,,,,,,,,True,Nathifa Forde,Nathifa,,Forde,,TRUE,Mayor's Office of Equity and Racial Justice,
NYC_GOID_100005,Sheriff,Sheriff,Active,Division,,https://www.nyc.gov/site/finance/sheriff-courts/sheriff.page,NYC Sheriff,,,,,,Anthony Miranda,Sheriff,https://www.nyc.gov/site/finance/about/contact-us.page,,,,,,,,,,,,Sheriff,,True,Anthony Miranda,Anthony,,Miranda,,TRUE,Department of Finance,
NYC_GOID_100006,Mayor's Office of Urban Agriculture,"Urban Agriculture, Mayor's Office of",Active,Division,,https://www1.nyc.gov/site/agriculture/index.page,,,,,,2022.0,Qiana Mickie,Director,https://www.nyc.gov/site/agriculture/contact/contact.page,,,"Urban Agriculture, Mayor's Office of","Urban Agriculture, Mayor's Office of",,Mayor's Office of Urban Agriculture,Mayor's Office of Urban Agriculture,,,,,Mayor's Office of Urban Agriculture,,True,Qiana Mickie,Qiana,,Mickie,,TRUE,Mayor's Office of Climate and Environmental Justice,
NYC_GOID_100007,Director of Communications,"Communications, Director of",Active,Mayoral Office,,,,,,002,,,Kate Smart,Director,,,,,,,,,,,,,,,True,Kate Smart,Kate,,Smart,,TRUE,Deputy Mayor for Communications,
NYC_GOID_100008,Office of Creative Communications,"Creative Communications, Office of",Active,Mayoral Office,,,,,,002,,,Caroline Rubinstein-Willis,Associate Director for Digital Communications,,,,,,,,,,,,,Creative Communications,,True,,,,,,TRUE,Deputy Mayor for Communications,
NYC_GOID_100009,Office of the City Clerk,"City Clerk, Office of the",Active,Division,,https://www.cityclerk.nyc.gov/content/,,,,,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Office+of+the+City+Clerk+%28OCC%29,,Michael McSweeney,City Clerk and Clerk of the Council,,,,,,,,,Office of the City Clerk,,,,Office of the City Clerk,True,True,Michael McSweeney,Michael,,McSweeney,,TRUE,City Council,
NYC_GOID_100010,Cyber Command,Cyber Command,Active,Division,,https://www.nyc.gov/content/oti/pages/meet-the-team/cyber-command,NYC Cyber Command,NYC3,,,,2017.0,Kelly Moan,Chief Information Security Officer,https://www.nyc.gov/content/oti/pages/email-the-chief-technology-officer,"NYC Cyber Command was integrated into the Office of Technology and Innovation (OTI) in November 2021 through Executive Order No. 3. This integration was part of a broader initiative to streamline and enhance the city's technology and innovation efforts by merging several technology-focused entities, including the NYC Office of Data Analytics (ODA), the Mayor's Office of the Chief Technology Officer (MOCTO), the Mayor's Office of Information Privacy (MOIP), and NYC 311. While the Department of Information Technology and Telecommunications (DoITT) continues to exist solely for legal contract purposes, its operational functions, including those of NYC Cyber Command, have been incorporated into OTI. This consolidation aims to create a unified approach to technology deployment and innovation, improving service efficiency and coordination across NYC government agencies.",,,,,NYC Cyber Command (NYC3),,NYC Cyber Command,,,,,,True,Kelly Moan,Kelly,,Moan,,TRUE,Office of Technology and Innovation,
NYC_GOID_100011,Office of Data Analytics,"Data Analytics, Office of",Active,Division,,https://www.nyc.gov/content/oti/pages/data-analytics,Mayor's Office of Data Analytics,ODA,MODA,,,2013.0,Martha Norrick,Chief Analytics Officer,https://www.nyc.gov/content/oti/pages/email-the-chief-technology-officer,,,,,,Office of Data Analytics (ODA),,Office of Data Analytics,,,,,,True,Martha Norrick,Martha,,Norrick,,TRUE,Office of Technology and Innovation,
