RecordID,Name,NameAlphabetized,OperationalStatus,OrganizationType,Description,URL,AlternateNames,Acronym,AlternateAcronyms,BudgetCode,OpenDatasetsURL,FoundingYear,PrincipalOfficerName,PrincipalOfficerTitle,PrincipalOfficerContactURL,Notes,InstanceOf,Name - NYC.gov Agency List,Name - NYC.gov Mayor's Office,Name - NYC Open Data Portal,Name - ODA,Name - CPO,Name - WeGov,Name - Greenbook,Name - Checkbook,Name - HOO,Name - Ops,NYC.gov Agency Directory,Jan 2025 Org Chart
NYC_GOID_000428,Street Harassment Prevention Advisory Board,Street Harassment Prevention Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Street Harassment Prevention Advisory Board,FALSE,FALSE
NYC_GOID_000429,Street Vendor Advisory Board,Street Vendor Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Street Vendor Advisory Board,FALSE,FALSE
NYC_GOID_000430,Sustainability Advisory Board,Sustainability Advisory Board,Dissolved,Advisory or Regulatory Organization,,https://onenyc.cityofnewyork.us/about/,OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC; OneNYC,,,,,,,,,,,,,,,,,,,,Sustainability Advisory Board (Formerly OneNYC),FALSE,FALSE
NYC_GOID_000431,Task Force on African American Civil Rights History Museum,"African American Civil Rights History Museum, Task Force on",Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Task Force on African American Civil Rights History Museum,FALSE,FALSE
NYC_GOID_000432,"Task Force on Monuments, Statues, Public Art and Historical Markers","Monuments, Statues, Public Art and Historical Markers, Task Force on",Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,"Task Force on Monuments, Statues, Public Art and Historical Markers",FALSE,FALSE
NYC_GOID_000433,Taskforce on Racial Inclusion and Equity,"Racial Inclusion and Equity, Taskforce on",Active,Advisory or Regulatory Organization,,https://www.nyc.gov/site/trie/index.page,,TRIE,,,,2020,,,,,,,,,Taskforce on Racial Inclusion & Equity (TRIE),,,,,,,TRUE,FALSE
NYC_GOID_000436,Taxi and Limousine Commission,Taxi and Limousine Commission,Active,Mayoral Agency,"The TLC was created in 1971, and is the agency responsible for the regulation and licensing of 200,000 yellow medallion taxicabs and for-hire vehicles, their drivers & their supporting businesses.",https://www.nyc.gov/site/tlc/index.page,,TLC,,156,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Taxi+and+Limousine+Commission+%28TLC%29&,1971,David Do,Commissioner,https://www.nyc.gov/nyc-resources/mail/tlc-email-the-commissioner.page,,,Taxi and Limousine Commission (TLC),Taxi and Limousine Commission (TLC),Taxi and Limousine Commission (TLC),Taxi and Limousine Commission (TLC),Taxi and Limousine Commission,Taxi & Limousine Commission,Taxi & Limousine Commission,NYC Taxi and Limousine Commission,Taxi and Limousine Commission (TLC),Taxi & Limousine Commission,TRUE,FALSE
NYC_GOID_000437,Teachers' Retirement System of City of New York,Teachers' Retirement System of City of New York,Active,Pension Fund,"The Teachers' Retirement System of the City of New York (TRSNYC) is a public pension fund that provides New York City educators with retirement, disability, and death benefits. TRSNYC was established on August 1, 1917 and is currently the second-largest New York City pension system. We are also one of the largest pension plan sponsors in the United States, with more than $72 billion in assets as of June 30, 2018 and over 200,000 active and inactive members, retirees and beneficiaries.",https://www.trsnyc.org,,TRS,,,,1917,Patricia Reilly,Executive Director,https://www.trsnyc.org/memberportal/Resources/ResContactUs,,,Teachers' Retirement System of the City of New York,Teachers' Retirement System of the City of New York,,Teacher's Retirement System of the City of New York (TRS),Teacher's Retirement System,Teachers' Retirement System,Teachers' Retirement System,,Teachers' Retirement System of the City of New York,Teachers' Retirement System of City of New York,TRUE,FALSE
NYC_GOID_000439,Temporary Commercial Incentive Area Boundary Commission,"Commercial Incentive Area Boundary, Temporary Commission",Active,Advisory or Regulatory Organization,,,,ICAP,,,,,,,,,,,,,,,,,,,Temporary Commercial Incentive Area Boundary Commission (ICAP),FALSE,FALSE
NYC_GOID_000440,Temporary Task Force on Post-Incarceration Reentry for Older Adults,"Post-Incarceration Reentry for Older Adults, Temporary Task Force on",Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Temporary Task Force on Post-Incarceration Reentry for Older Adults,FALSE,FALSE
NYC_GOID_000441,Temporary Task Force to Review Tax Lien Sales,"Review Tax Lien Sales, Temporary Task Force to",Dissolved,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/finance/taxes/property-lien-sales.page,,,,,,,,,,,,,,,,,,,,,Temporary Task Force to Review Tax Lien Sales,FALSE,FALSE
NYC_GOID_000442,Theater Subdistrict Council Local Development Corporation,Theater Subdistrict Council Local Development Corporation,Active,Public Benefit or Development Organization,,,,,,,,,,,,,,,,,,,,,,,Theater Subdistrict Council Local Development Corporation,FALSE,FALSE
NYC_GOID_000443,Three Quarter Housing Task Force,Three Quarter Housing Task Force,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/content/tenantprotection/pages/tqh-task-force,,,,,,,,,,,,,,,,,,,,,Three Quarter Housing Task Force,TRUE,FALSE
NYC_GOID_000444,Times Square Alliance,Times Square Alliance,Active,Nonprofit Organization,,https://www.timessquarenyc.org/,,TSA,,,,1992,,,,,,,,,Times Square Alliance (TSA),,,,,,,FALSE,FALSE
NYC_GOID_000445,Tobacco Settlement Asset Securitization Corporation,Tobacco Settlement Asset Securitization Corporation,Active,Public Benefit or Development Organization,,https://www1.nyc.gov/site/tsasc/about/about.page,,,,,,,,,,,,,,,,,,,,,Tobacco Settlement Asset Securitization Corporation,TRUE,FALSE
NYC_GOID_000446,Traffic Mobility Review Board,Traffic Mobility Review Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Traffic Mobility Review Board (aka Congestion Pricing),FALSE,FALSE
NYC_GOID_000447,Transportation of Students in Temporary Housing Task Force,Transportation of Students in Temporary Housing Task Force,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Transportation of Students in Temporary Housing Task Force,FALSE,FALSE
NYC_GOID_000448,Trust for Cultural Resources,"Cultural Resources, Trust for",Active,Nonprofit Organization,,https://www.tcrnyc.org/,,,,,,,,,,,,,,,,,,,,,Trust for Cultural Resources,FALSE,FALSE
NYC_GOID_000449,Trust for Governors Island,"Governors Island, Trust for",Active,Nonprofit Organization,"The Trust for Gov­er­nors Island is the 501(c)(3) non-prof­it orga­ni­za­tion cre­at­ed by the City of New York respon­si­ble for the plan­ning, oper­a­tions and ongo­ing devel­op­ment of Gov­er­nors Island. The Trust's mis­sion is to real­ize the full poten­tial of Gov­er­nors Island for the inspi­ra­tion and enjoy­ment of all New York­ers, demon­strat­ing a bold vision for pub­lic space.",https://www.govisland.com/about/the-trust-for-governors-island,,,,,,2003,Clare Newman,President and CEO,https://www.govisland.com/about,,,"Governors Island, Trust for","Governors Island, Trust for",,,,,"Governors Island, Trust for",,"Governors Island, Trust for",Trust for Governors Island,FALSE,FALSE
NYC_GOID_000450,"TSASC, Inc.","TSASC, Inc.",Active,Public Benefit or Development Organization,"TSASC, Inc. is a local development corporation created as a financing entity whose purpose is to issue and sell bonds and notes to fund a portion of the capital program of the City of New York. TSASC issued debt secured by tobacco settlement revenues.",https://www.nyc.gov/site/tsasc/index.page,,,,,,2007,David Womack,President,https://www.nyc.gov/site/tsasc/contact/contact.page,,,"TSASC, Inc.","TSASC, Inc.",,,,,,,"TSASC, Inc",,TRUE,FALSE
NYC_GOID_000451,Union Square Partnership,Union Square Partnership,Active,Nonprofit Organization,,https://www.unionsquarenyc.org/,,,,,,1980,,,,,,,,,Union Square Partnership,,,,,,,FALSE,FALSE
NYC_GOID_000452,United Nations Development Corporation,United Nations Development Corporation,Active,Public Benefit or Development Organization,,https://undc.org/,,,,,,1968,,,,,,,,,,,,United Nations Development Corporation,,,United Nations Development Corporation,TRUE,FALSE
NYC_GOID_000454,Urban Agricultural Advisory Board,Urban Agricultural Advisory Board,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Urban Agricultural Advisory Board,FALSE,FALSE
NYC_GOID_000455,Vehicle Removal Task Force,Vehicle Removal Task Force,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Vehicle Removal Task Force,FALSE,FALSE
NYC_GOID_000456,Veterans Advisory Board,Veterans Advisory Board,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/veterans/community/veterans-advisory-board.page,,,,,,,,,,,,,,,,,,,,,Veterans Advisory Board,TRUE,FALSE
NYC_GOID_000457,The Village Alliance,The Village Alliance,Active,Nonprofit Organization,,https://greenwichvillage.nyc/,,,,,,1993,,,,,,,,,The Village Alliance,,,,,,,FALSE,FALSE
NYC_GOID_000458,Voter Assistance Advisory Committee,Voter Assistance Advisory Committee,Active,Advisory or Regulatory Organization,,https://nyccfb.info/about/vaac,,,,,,2010,,,,,,,,,,,,,,,Voter Assistance Advisory Committee,TRUE,FALSE
NYC_GOID_000459,Water Board,New York City Water Board,Active,Public Benefit or Development Organization,"

The New York City Water Board's mission is to establish rates for and distribute the collected revenues of the Water and Sewer System (the ""System"") of the City of New York, proactively considering the optimal level to achieve efficient financing of the System's infrastructure and sustainable provision of high-quality service at a fair price to our customers.",https://www.nyc.gov/site/nycwaterboard/index.page,,NYWB,,,,1905,"Alfonso L. Carney, Jr.",Chair,https://www.nyc.gov/site/nycwaterboard/contact/contact.page,,,Water Board (NYWB),Water Board (NYWB),,New York City Water Board (NYWB),,New York City Water Board,,,Water Board (NYWB),Water Board,TRUE,FALSE
NYC_GOID_000460,Waterfront Management Advisory Board,Waterfront Management Advisory Board,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/planning/about/wmab/wmab.page,,,,,,,,,,,,,,,,,,,,,Waterfront Management Advisory Board,TRUE,FALSE
NYC_GOID_000461,Workforce Development Board,Workforce Development Board,Active,Advisory or Regulatory Organization,,https://www1.nyc.gov/site/wkdev/workforce-board/about-the-board.page,,,,,,,,,,,,,,,,,,,,,Workforce Development Board,TRUE,FALSE
NYC_GOID_000462,Workforce Development Council,Workforce Development Council,Active,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Workforce Development Council,FALSE,FALSE
NYC_GOID_000463,Workplace Health and Safety Guidance Review Board,Workplace Health and Safety Guidance Review Board,Dissolved,Advisory or Regulatory Organization,,,,,,,,,,,,,,,,,,,,,,,Workplace Health and Safety Guidance Review Board,FALSE,FALSE
NYC_GOID_000464,National September 11 Memorial and Museum,National September 11 Memorial and Museum,Active,Public Benefit or Development Organization,,,World Trade Center Memorial Foundation; 9/11 Memorial & Museum,,,,,,,,,,,,,,,,,,,,World Trade Center Captive Insurance Company,FALSE,FALSE
NYC_GOID_000465,Perelman Performing Arts Center,Perelman Performing Arts Center,Active,Nonprofit Organization,,https://pacnyc.org/,World Trade Center Performing Arts Center; PAC NYC,,,,,,,,,,,,,,,,,,,,World Trade Center Memorial Foundation,FALSE,FALSE
NYC_GOID_000466,World Trade Center Performing Arts Center,World Trade Center Performing Arts Center,Active,Nonprofit Organization,,,,,,,,,,,,,,,,,,,,,,,World Trade Center Performing Arts Center,FALSE,FALSE
NYC_GOID_000468,Young Men's Initiative,Young Men's Initiative,Active,Mayoral Office,"The NYC Young Men's Initiative (YMI) is a cross-agency enterprise that is culmination of 18 months of work, begun when New York City committed to finding new ways to tackle the crisis affecting its young Black and Latino men. The City pledged to invest a combination of public and private funds to support new programs and policies designed to address disparities between young Black and Latino men and their peers across numerous outcomes related to education, health, employment and the criminal justice system.",https://www.nyc.gov/site/ymi/index.page,,YMI,,,,2011,Nathifa Forde,Executive Director,https://www.nyc.gov/site/ymi/contact/contact.page,,,NYC Young Men's Initiative,NYC Young Men's Initiative,,Young Men's Initiative (YMI),,Young Men's Initiative,,,NYC Young Men's Initiative,Young Men's Initiative,TRUE,TRUE
NYC_GOID_000471,Mayor's Office - Senior Adviser to the Mayor and Director of Scheduling,Mayor's Office - Senior Adviser to the Mayor and Director of Scheduling,Active,Mayoral Office,,,,,,,,,Gladys Miranda,Senior Adviser to the Mayor and Director of Scheduling,,,,,,,,,,,,,,TRUE,FALSE
NYC_GOID_000472,Mayor's Office - Senior Adviser for Severe Mental Illness,Mayor's Office - Senior Adviser for Severe Mental Illness,Active,Mayoral Office,,,,,,,,,Brian Stettin,Senior Adviser for Severe Mental Illness,,,,,,,,,,,,,,TRUE,FALSE
NYC_GOID_000474,Director of Rodent Mitigation,"Rodent Mitigation, Director of",Active,Mayoral Office,,,Rat Czar; Rat Czar; Rat Czar; Rat Czar; Rat Czar; Rat Czar; Rat Czar; Rat Czar; Rat Czar; Rat Czar; Rat Czar,,,,,,Kathleen Corradi,Director,,,,,,,,,,,,,,TRUE,FALSE
NYC_GOID_000476,Metropolitan Transportation Authority,Metropolitan Transportation Authority,Active,Public Benefit or Development Organization,,https://new.mta.info/,,MTA,,998,https://data.cityofnewyork.us/browse?Dataset-Information_Agency=Metropolitan+Transportation+Authority+%28MTA%29,1965,,,,,,,,Metropolitan Transportation Authority (MTA),Metropolitan Transportation Authority (MTA),,,,,,,TRUE,FALSE
